1	2	1
1	29	1
2	1	1
2	3	1
2	4	1
2	20	1
2	23	1
3	2	1
4	2	1
5	6	1
6	5	1
6	7	1
6	8	1
6	9	1
6	10	1
6	11	1
6	12	1
6	13	1
6	14	1
6	19	1
7	6	1
7	20	1
8	6	1
9	6	1
10	6	1
11	6	1
11	23	1
11	41	1
12	6	1
12	20	1
12	23	1
12	41	1
13	6	1
13	23	1
14	6	1
14	29	1
15	16	1
15	29	1
16	15	1
16	17	1
16	18	1
17	16	1
18	16	1
19	6	1
20	2	1
20	7	1
20	12	1
20	21	1
20	27	1
20	32	1
21	20	1
22	23	1
23	2	1
23	11	1
23	12	1
23	13	1
23	22	1
23	24	1
23	25	1
23	26	1
23	27	1
23	35	1
23	36	1
23	38	1
23	39	1
23	40	1
23	42	1
24	23	1
25	23	1
26	23	1
27	20	1
27	23	1
28	29	1
29	1	1
29	14	1
29	15	1
29	28	1
29	30	1
29	31	1
29	32	1
29	33	1
29	34	1
29	37	1
30	29	1
31	29	1
32	20	1
32	29	1
33	29	1
34	29	1
35	23	1
36	23	1
37	29	1
38	23	1
39	23	1
40	23	1
41	11	1
41	12	1
41	43	1
42	23	1
43	41	1
