parentCluster ==> childCluster    totalParentNodes    overlappingChildNodes    Threshold(%)
2==>2	12.0    1.0    8.33
2==>1	12.0    4.0    33.33
3==>2	25.0    3.0    12.0
3==>4	25.0    1.0    4.0
3==>1	25.0    6.0    24.0
1==>2	30.0    2.0    6.67
1==>3	30.0    3.0    10.0
1==>1	30.0    11.0    36.67
