parentCluster ==> childCluster    totalParentNodes    overlappingChildNodes    Threshold(%)
5==>5	18.0    2.0    11.11
5==>4	18.0    3.0    16.67
5==>3	18.0    1.0    5.56
4==>4	18.0    6.0    33.33
4==>1	18.0    1.0    5.56
3==>3	6.0    1.0    16.67
2==>4	8.0    1.0    12.5
2==>3	8.0    4.0    50.0
2==>2	8.0    1.0    12.5
2==>1	8.0    1.0    12.5
1==>4	20.0    3.0    15.0
1==>3	20.0    6.0    30.0
