0,1
16126,1
28812,1
38150,1
43019,1
56181,1
74426,1
81664,1
1,2
919,3
6496,3
17038,3
1641,3
2751,3
3962,3
915,3
367,3
24327,3
14431,3
23468,3
33529,3
65604,3
2431,4
2430,4
17016,4
1878,4
35110,4
2394,5
1140,5
11209,5
5415,5
9973,5
2395,5
11302,5
17475,5
3228,5
27366,5
17930,5
18413,5
37792,5
38092,5
64628,5
67627,5
73415,5
3538,6
9804,6
484,6
2571,6
5104,6
19811,6
13288,6
7677,6
18188,6
13983,6
19271,6
20190,6
7404,6
29409,6
29478,6
40897,6
43373,6
50817,6
54053,6
54056,6
61310,6
61328,6
64200,6
76479,6
76991,6
78199,6
78234,6
78435,6
78459,6
78473,6
5331,7
5332,7
6809,7
15964,7
4614,7
4611,7
5334,7
6987,7
63812,7
4769,8
4987,8
28780,8
70457,8
12918,8
20000,8
74137,8
15019,9
20203,9
5787,9
41245,9
51076,9
15398,10
12354,10
27084,10
15423,11
4001,11
14840,11
28895,11
28748,11
50,12
51,12
360,12
9005,12
18841,12
23436,12
27941,12
32882,12
39617,12
39942,12
52102,12
53317,12
64616,12
71035,12
75421,12
76492,12
126,13
19,13
95,13
902,13
14,13
280,13
1531,13
1704,13
3184,13
1825,13
5560,13
6236,13
20034,13
26054,13
26215,13
26836,13
26990,13
63884,13
64417,13
64979,13
73514,13
76863,13
79006,13
79079,13
79096,13
732,14
8314,14
7551,14
48,14
733,14
946,14
198,14
7025,14
15512,14
20174,14
39356,14
40124,14
41102,14
41108,14
41165,14
41705,14
49436,14
64560,14
64912,14
283,15
19987,15
74274,15
419,16
13488,16
10240,16
52416,16
52793,16
71639,16
807,17
237,17
1220,17
18237,17
24971,17
755,17
276,17
12669,17
13752,17
5368,17
1020,17
6313,17
19991,17
24934,17
27162,17
29632,17
31250,17
42397,17
52896,17
57758,17
57764,17
58001,17
66737,17
68456,17
70565,17
80730,17
929,18
927,18
4859,18
1376,19
2484,19
8437,19
2659,19
7666,19
467,19
96,19
525,19
13855,19
2198,19
1191,19
7164,19
3434,19
13104,19
17013,19
2370,19
13024,19
7031,19
2521,19
8470,19
25450,19
17562,19
4089,19
2326,19
9607,19
21129,19
8734,19
9977,19
11361,19
12934,19
12950,19
13039,19
13239,19
13259,19
13338,19
13560,19
17048,19
19224,19
19496,19
20120,19
25577,19
25738,19
27218,19
36311,19
36816,19
36839,19
36859,19
36884,19
37963,19
42148,19
45846,19
55776,19
56565,19
56681,19
56749,19
56791,19
61152,19
61283,19
62499,19
68753,19
69281,19
69300,19
69307,19
75016,19
75093,19
2826,20
10315,20
5208,20
18541,20
119,20
7473,20
2767,20
2901,20
12141,20
2461,20
10513,20
25308,20
4618,20
1469,20
24963,20
20716,20
8176,20
7882,20
3978,20
10483,20
10324,20
10714,20
13090,20
15312,20
15316,20
24918,20
24945,20
24980,20
42384,20
42394,20
42406,20
48471,20
65066,20
65070,20
67158,20
71119,20
79040,20
81027,20
4269,21
4267,21
5766,21
6837,21
3122,21
6759,21
3132,21
4313,21
2276,21
4366,21
3366,21
24855,21
5272,21
3134,21
4373,21
5269,21
5765,21
7288,21
8638,21
13167,21
37095,21
3319,22
4043,22
3320,22
4687,23
2055,23
20020,23
28645,23
73214,23
75882,23
76307,23
79617,23
10407,24
10408,24
6521,24
14555,24
52279,24
12851,25
13262,25
7100,25
8363,25
5725,25
14197,25
23936,25
28553,25
28781,25
30573,25
70709,25
70829,25
77861,25
19777,26
19776,26
42111,26
23381,27
6294,27
23582,27
52369,27
57039,27
71,28
799,28
1022,28
5406,28
5185,28
175,28
590,28
1999,28
3461,28
8527,28
5888,28
15096,28
1013,28
7634,28
3163,28
55,28
814,28
331,28
1499,28
724,28
2697,28
3162,28
3504,28
3178,28
5479,28
5224,28
5352,28
5446,28
5460,28
5909,28
7475,28
7479,28
7627,28
7785,28
8153,28
8535,28
8545,28
8995,28
10129,28
10251,28
11045,28
11332,28
11354,28
12370,28
13272,28
13458,28
13665,28
13667,28
15980,28
17718,28
18880,28
19031,28
19280,28
19624,28
19757,28
20206,28
21349,28
21357,28
22298,28
23919,28
27183,28
41218,28
41636,28
43110,28
44024,28
44112,28
45255,28
45259,28
45260,28
45270,28
45274,28
50670,28
53335,28
53348,28
53361,28
53851,28
53855,28
56203,28
56234,28
58280,28
58438,28
58445,28
60449,28
61996,28
65550,28
67734,28
67752,28
67773,28
69014,28
81377,28
4182,29
22873,29
413,29
3111,29
10633,29
5122,29
17986,29
2501,29
403,29
10918,29
23038,29
564,29
20311,29
18349,29
2809,29
22626,29
3231,29
27742,29
49911,29
22677,29
9043,29
3161,29
20414,29
3303,29
8680,29
19322,29
21672,29
25765,29
40489,29
40906,29
44910,29
48479,29
49886,29
49918,29
49997,29
51613,29
52023,29
55703,29
62193,29
63836,29
65612,29
68528,29
69303,29
90,30
603,30
1893,30
4394,30
5670,30
5755,30
5843,30
6512,30
6596,30
6644,30
7126,30
7693,30
10397,30
10634,30
11483,30
11548,30
15956,30
17886,30
20364,30
21084,30
28329,30
42123,30
42893,30
44305,30
53787,30
53931,30
54219,30
54341,30
67903,30
67953,30
71704,30
72055,30
72089,30
73352,30
73362,30
74399,30
91,31
995,31
1506,31
5904,31
5463,31
6705,31
15615,31
21069,31
26387,31
47902,31
48706,31
71833,31
79023,31
7000,32
2,32
315,32
334,32
1032,32
355,32
364,32
505,32
4974,32
4156,32
4764,32
5977,32
6109,32
7172,32
7536,32
8551,32
13743,32
14132,32
21570,32
21583,32
21801,32
22511,32
22630,32
22953,32
23036,32
23059,32
28109,32
35020,32
42094,32
42284,32
42330,32
44926,32
44937,32
44946,32
44957,32
48238,32
48285,32
48340,32
48369,32
49424,32
49993,32
50182,32
50209,32
56530,32
56540,32
56551,32
56559,32
56619,32
64269,32
76987,32
389,33
7,33
1097,33
851,33
20941,33
1431,34
4928,34
913,34
554,34
363,34
192,34
2059,34
9638,34
11497,34
11520,34
12894,34
15988,34
20760,34
50379,34
61379,34
27220,35
208,35
11627,35
465,35
207,35
1724,35
572,35
1004,35
4152,35
9847,35
16100,35
16650,35
16659,35
21127,35
23535,35
26185,35
26551,35
27168,35
29298,35
29341,35
40118,35
44866,35
52512,35
63450,35
65788,35
76737,35
76751,35
76853,35
76881,35
263,36
15,36
3123,36
9110,36
13400,36
16819,36
25212,36
1455,37
1379,37
1456,37
3001,37
294,37
4885,37
20332,37
48315,37
71589,37
1624,38
3408,38
10590,38
683,38
421,38
7335,38
1275,38
2157,38
25498,38
1665,38
29185,38
6593,38
11849,38
430,38
1622,38
3679,38
2278,38
14728,38
23265,38
23760,38
14253,38
6757,38
588,38
5574,38
6934,38
7613,38
8305,38
8943,38
9802,38
10331,38
10713,38
25238,38
25814,38
29012,38
30049,38
33152,38
44787,38
50971,38
53596,38
56310,38
60409,38
60444,38
60459,38
60478,38
60912,38
62322,38
62375,38
62378,38
69039,38
74385,38
75250,38
75340,38
75433,38
12981,39
436,39
16416,39
1212,39
40291,39
48544,39
64745,39
76038,39
76783,39
751,40
1450,40
12297,40
873,40
2166,40
7921,40
27651,40
3201,40
1326,40
7355,40
7023,40
2262,40
18102,40
3109,40
11895,40
9323,40
27634,40
5945,40
27629,40
2772,40
752,40
2776,40
2793,40
6976,40
9246,40
10092,40
10097,40
11932,40
12137,40
12164,40
13283,40
14163,40
16393,40
16399,40
17695,40
17760,40
17910,40
24691,40
25003,40
27656,40
40408,40
43131,40
43134,40
836,41
2524,41
7841,41
2768,41
2516,41
2843,41
320,41
956,41
5236,41
29551,41
2097,41
8142,41
2673,41
12368,41
16923,41
2983,41
28912,41
1382,41
20650,41
1495,41
980,41
1147,41
1352,41
14550,41
24507,41
24953,41
31801,41
36169,41
37360,41
65468,41
71548,41
72040,41
72069,41
73468,41
73796,41
79927,41
80929,41
80967,41
81497,41
2302,42
152,42
190,42
1227,42
3432,42
6411,42
5078,42
196,42
3324,42
5277,42
10486,42
5188,42
330,42
5329,42
5879,42
7764,42
2788,42
11218,42
13208,42
26608,42
4492,42
3862,42
6978,42
12094,42
13996,42
5475,42
2372,42
3384,42
3168,42
14455,42
14503,42
2429,42
6220,42
3529,42
935,42
6191,42
5431,42
4607,42
542,42
5894,42
16004,42
6204,42
5890,42
10242,42
6189,42
327,42
4408,42
12120,42
29584,42
18124,42
13871,42
18095,42
29576,42
10363,42
15635,42
2022,42
25536,42
12794,42
16030,42
2296,42
2508,42
3079,42
4494,42
5885,42
5943,42
5807,42
5930,42
5996,42
7174,42
8924,42
9611,42
10087,42
10113,42
10117,42
10298,42
10394,42
10910,42
11157,42
12424,42
14457,42
14523,42
15001,42
15548,42
16115,42
16168,42
18204,42
19315,42
19320,42
19383,42
19402,42
19887,42
19986,42
20003,42
20149,42
21124,42
21334,42
22042,42
23296,42
23841,42
26498,42
26541,42
26605,42
27695,42
28077,42
29972,42
33717,42
34067,42
34156,42
34197,42
37458,42
37732,42
37743,42
37753,42
37768,42
40186,42
43253,42
43271,42
43279,42
43381,42
43738,42
43743,42
43747,42
46622,42
47419,42
47433,42
47446,42
51151,42
52225,42
52263,42
52914,42
52920,42
53324,42
53755,42
59027,42
59035,42
60227,42
60238,42
67077,42
67080,42
76585,42
76628,42
76658,42
77024,42
77147,42
77151,42
77470,42
77476,42
79377,42
79677,42
1211,43
754,43
1144,43
7963,43
11874,43
10381,43
11401,43
64362,43
79517,43
79554,43
1474,44
1481,44
5802,44
2871,45
4992,45
1425,45
